ID,url,product_ID
a86ca1c7-732d-44d5-b34c-2aaf570f71ad,https://quickbutik.imgix.net/29069C/products/6032589a97010.jpeg,342d3930-b50d-410e-aa41-f80bd43ccd1a
472307ab-3fbc-40cf-8d93-a261a219af99,https://d1b5h9psu9yexj.cloudfront.net/57440/Anker-s-Soundcore-Space-One_20230829-151132_full.jpeg,60807871-2d8a-4b49-941c-7a10e669acac
a36f1b73-55f7-4775-affb-da8b91ac93aa,https://i5.walmartimages.com/seo/PureTea-Green-Tea-Extract-Pills-1000mg-EGCG-98-Standardized-Polyphenols-3X-Absorption-Capsules-Natural-Energy-Heart-Support-Antioxidants-Gentle-Caffe_1795f308-98aa-44a4-951b-394e38dee109.086f7065e777f0b42d035aa0bf8e7d11.jpeg?odnHeight=768&odnWidth=768&odnBg=FFFFFF,287b368b-2fdc-476e-875b-38e969860511
884f0c59-29d5-425f-9ab8-e4e2cd4a0d88,https://i5.walmartimages.com/asr/1f9be487-8576-4d51-a4ee-dc984a095366.9c0796a587c3c3a3fe403e2563b0e2b6.jpeg?odnHeight=768&odnWidth=768&odnBg=FFFFFF,b97dc0ef-2f94-49b4-9a52-ceea629f27f0
1d81fdb2-25f0-48c7-8dbe-5e8cad6c7658,https://i5.walmartimages.com/asr/36b4fc75-bd64-4013-a79e-294aac3d645b.d7d122ea85dd845642135b29ffbe16f1.jpeg?odnHeight=768&odnWidth=768&odnBg=FFFFFF,38cc007c-07fa-4c97-a378-7bdf06d9ac31
bacd12d8-dedb-4639-a1dc-e6e27695ea4f,https://golfdigest.sports.sndimg.com/content/dam/images/golf/products/2021/6/21/rx-amazongonex-yoga-mat-with-alignment-lines.jpeg.rend.hgtvcom.966.725.suffix/1624310294404.jpeg,be3c97b2-4421-4f90-a388-e1d20cac104e
d3b3e7cf-c723-468a-b3ce-e5747ec123d6,https://images.fonearena.com/blog/wp-content/uploads/2023/07/Philips-HSP1000-HSP3500-and-HSP3800-cameras.jpeg,46dfc4e3-702b-48c3-878c-c236b2c36086
08d89a74-2cd9-4917-a7c3-15c2d21efa8b,https://i5.walmartimages.com/seo/Mens-Dress-Shoes-Classic-Oxford-Shoes-Lace-up-Formal-Business-Leather-Shoes-Derby-Shoes_28b0749c-13ff-4932-964c-4001b99df485.781850270a88da7bd9448f2dc9802d64.jpeg?odnHeight=768&odnWidth=768&odnBg=FFFFFF,db54324d-f830-431a-b25c-f1ce330a5a24
02d59459-8538-43c8-9d67-8e760871ef7a,https://i5.walmartimages.com/seo/Poweradd-12000mAh-Power-Bank-Dual-USB-Ports-External-Battery-Portable-Charger-for-iPhone-iPad-Samsung-Cellphone_81c84226-47a6-40cd-a1eb-e52197ca7246.a405a14ae61d06433fcbd4d9b242e1dd.jpeg,ef56d48e-fefc-4a28-a2e2-11d50298d3b0
25d7ff97-04f4-496b-a4bc-e5608035aa81,https://images.squarespace-cdn.com/content/v1/64f10d92a004cb74ea3e8ad1/1695687386840-NKWZKBDEC5GJLDZXYNRQ/IMG_2411.jpeg?format=1500w,d64fb5f0-2cc2-4b04-9713-f9b882ace053
